"﻿""REF_DATE""",GEO,DGUID,Investment status,Ownership type,Property type,Period of construction,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Single-detached house,2016 to reference period,Number,Number,223,units,0,v1484730317,387.1.1.2.10.1,390,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Single-detached house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484730318,387.1.1.2.10.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Single-detached house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484730319,387.1.1.2.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Single-detached house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484730320,387.1.1.2.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Single-detached house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484730321,387.1.1.2.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Single-detached house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484730322,387.1.1.2.10.6,4000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Single-detached house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484730323,387.1.1.2.10.7,3510,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,"Total, all periods of construction",Number,Number,223,units,0,v1484730324,387.1.1.3.1.1,3135,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484730325,387.1.1.3.1.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484730326,387.1.1.3.1.3,470000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484730327,387.1.1.3.1.4,455000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484730328,387.1.1.3.1.5,1421500000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484730329,387.1.1.3.1.6,1650,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484730330,387.1.1.3.1.7,1620,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1960 or earlier,Number,Number,223,units,0,v1484730331,387.1.1.3.2.1,115,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484730332,387.1.1.3.2.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484730333,387.1.1.3.2.3,420000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484730334,387.1.1.3.2.4,405000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484730335,387.1.1.3.2.5,47300000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484730336,387.1.1.3.2.6,1470,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484730337,387.1.1.3.2.7,1430,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1961 to 1970,Number,Number,223,units,0,v1484730338,387.1.1.3.3.1,200,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484730339,387.1.1.3.3.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484730340,387.1.1.3.3.3,400000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484730341,387.1.1.3.3.4,394000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484730342,387.1.1.3.3.5,79100000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484730343,387.1.1.3.3.6,1560,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484730344,387.1.1.3.3.7,1540,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1971 to 1980,Number,Number,223,units,0,v1484730345,387.1.1.3.4.1,1065,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484730346,387.1.1.3.4.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484730347,387.1.1.3.4.3,410000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484730348,387.1.1.3.4.4,407000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484730349,387.1.1.3.4.5,436500000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484730350,387.1.1.3.4.6,1560,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484730351,387.1.1.3.4.7,1520,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1981 to 1990,Number,Number,223,units,0,v1484730352,387.1.1.3.5.1,100,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484730353,387.1.1.3.5.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484730354,387.1.1.3.5.3,440000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484730355,387.1.1.3.5.4,453000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484730356,387.1.1.3.5.5,44400000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484730357,387.1.1.3.5.6,1500,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484730358,387.1.1.3.5.7,1340,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1991 to 2000,Number,Number,223,units,0,v1484730359,387.1.1.3.6.1,615,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484730360,387.1.1.3.6.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484730361,387.1.1.3.6.3,520000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484730362,387.1.1.3.6.4,478000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484730363,387.1.1.3.6.5,313200000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484730364,387.1.1.3.6.6,1690,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484730365,387.1.1.3.6.7,1640,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,2001 to 2005,Number,Number,223,units,0,v1484730366,387.1.1.3.7.1,345,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484730367,387.1.1.3.7.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses","Total, all ownership types",Semi-detached house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484730368,387.1.1.3.7.3,520000,,,,0
